name,category,subcategory,confidence
Fusion Baklava by Oasis Baklawa Pack of 2,Fashion & Accessories,Women's Fashion,0.3
Oreo Moments Assorted Biscuits Gift Pack - Pack of 2,Grocery & Food,Snacks & Beverages,0.4996986985206604
24 Mantra 7 Grain Organic Atta - Pack of 2,Grocery & Food,Pantry Essentials,0.3932858407497406
Durex Extra Time Condom (3 Pieces),Automotive,Cars & Motorbike,0.2188599407672882
Malgudi Adventures,Electronics,Home Appliances,0.3
Baklava by Oasis Baklawa Pack of 2,Fashion & Accessories,Women's Fashion,0.3
Ladybird Big Noisy Book,Books & Media,Books,0.33429038524627686
"The Gruffalo A Push, Pull and Slide Book",Books & Media,Musical Instruments,0.30476412177085876
Peppa Pig- Bedtime Little Library,Home & Living,Furniture,0.33765679597854614
Dog Man #05,Pet Supplies,Dog Supplies,0.36677470803260803
My Little Book Of Krishna,Books & Media,Books,0.4146953225135803
Dog Man #10,Pet Supplies,Dog Supplies,0.3638744354248047
Peppa Pig,Pet Supplies,Cat Supplies,0.20975345373153687
"BW Businessworld - 27th January, 2024",Fashion & Accessories,Women's Fashion,0.3
Dog Man #04,Pet Supplies,Dog Supplies,0.34412881731987
Plum BodyLovin' Orchid You Not Shower Gel - Pack of 2,Fashion & Accessories,Women's Fashion,0.3
Philips Classic Dry Iron 750 W (Peach),Electronics,Home Appliances,0.6173913043478261
Sugarlump And The Unicorn,Fashion & Accessories,Women's Fashion,0.3
Godrej Aer Cool Surf Blue Room Freshener,Home & Personal Care,Household Cleaning,0.6
Godrej Aer Morning Misty Meadows Air Freshener,Home & Personal Care,Household Cleaning,0.6
﻿Anveshan Wood Cold Pressed Groundnut Oil,Fashion & Accessories,Women's Fashion,0.3
﻿Yu Zingy Cheese Instant Cup Noodles (80 g),Grocery & Food,Pantry Essentials,0.48310041427612305
﻿Baby Touch-Vehicles,Baby Products,Baby Care,0.4595603942871094
"﻿""Philips 50 Watts Hair Straightener (With Keratin-Infused Bristles  Black)""",Electronics,Home Appliances,0.6
BRB Classic Salted Rice Popped Chips - Pack of 2,Grocery & Food,Snacks & Beverages,0.5135629773139954
Beyond Snack Salt & Black Pepper Kerala Banana Chips,Grocery & Food,Snacks & Beverages,0.6175245642662048
Go Zero Nostalgia Mango Duet Ice Cream Stick,Electronics,Home Appliances,0.3
The Lion Inside,Pet Supplies,Cat Supplies,0.22220195829868317
Kimirica How Holiday Smells Tucuma Butter Hand Cream,Fashion & Accessories,Women's Fashion,0.3
Go Zero Nostalgia Raspberry Duet Ice Cream Stick,Party & Events,Party Supplies,0.30345046520233154
Airveda Air Quality Monitor (10 W),Personal Care,Health & Wellness,0.3525533080101013
"Prestige Sandwich Maker - (800 W, Black)",Electronics,Home Appliances,0.6
﻿Samyang Ramen Instant Noodles - Kimchi,Grocery & Food,Pantry Essentials,0.39600735902786255
﻿Durex Skin-on-Skin Real Feel Condom (3 pieces),Grocery & Food,Snacks & Beverages,0.3
﻿Raag Gold Palmolein Oil,Beauty & Personal Care,Makeup,0.25127241015434265
﻿MasterChow Instant Cup Noodles (Chowmein Flavour),Grocery & Food,Pantry Essentials,0.528473436832428
﻿Fabessentials Lavender Coconut Organic Handmade Bathing Bar,Health & Beauty,Health Care,0.3530888855457306
﻿CamPure Lavender Cone Camphor / Kapur,Garden & Outdoor,Gardening,0.3662426769733429
﻿Pandit Vishnu Sharma'S Panchatantra,Fashion & Accessories,Women's Fashion,0.3
"﻿""Havells Men's Grooming Kit (Grey  GS6532)""",Fashion & Accessories,Men's Fashion,0.38545069098472595
4700BC Hawaiian Barbeque Popped Corn Chips + - Pack of 2,Grocery & Food,Snacks & Beverages,0.3709414005279541
4700BC Cheese & Herbs Corn Popped Chips + - Pack of 2,Grocery & Food,Snacks & Beverages,0.43466126918792725
4700BC Cheese & Herbs Popped Corn Chips +,Grocery & Food,Snacks & Beverages,0.39454755187034607
Tagz Beer n Barbeque Potato Popped Chips,Grocery & Food,Snacks & Beverages,0.4184533357620239
Tagz Masala Trekkin Potato Popped Chips,Grocery & Food,Snacks & Beverages,0.4447842240333557
Kaju Katli by Amul Pack of 2,Fashion & Accessories,Women's Fashion,0.24407507479190826
4700BC Hawaiian Barbeque Corn Popped Chips + - Pack of 3,Grocery & Food,Snacks & Beverages,0.3924049735069275
4700BC Salt & Truffle Corn Popped Chips + - Pack of 3,Grocery & Food,Snacks & Beverages,0.3719879984855652
"The Week India - February 04, 2024",Fashion & Accessories,Women's Fashion,0.3
Centy Toys Dhruv Helicopter Toy Vehicle (3+ years),Toys & Games,Kids Toys,0.530884861946106
Gulab Goodness Cold Pressed Sesame Oil,Grocery & Food,Pantry Essentials,0.4428068697452545
"Open - 05th February, 2024",Grocery & Food,Snacks & Beverages,0.3
Lifelong Electric Foot Massager (Brown),Personal Care,Health & Wellness,0.32666666666666666
ZM Zayn & Myza Tea Tree Body Lotion,Garden & Outdoor,Gardening,0.29521286487579346
ZM Zayn & Myza Vitamin C Soap,Health & Beauty,Health Care,0.3496514856815338
Mother Dairy Dairy Ultimate Sandwich Bread + Dairy Toned Fresh Milk Combo,Grocery & Food,Pantry Essentials,0.43082794547080994
Mother Dairy Dairy 100% Whole Wheat Bread + Dairy Toned Fresh Milk Combo,Grocery & Food,Pantry Essentials,0.40748387575149536
Mother Dairy Ultimate Brown Bread + Mother Dairy Toned Fresh Milk Combo,Grocery & Food,Pantry Essentials,0.40024179220199585
Beyond Snack Kerala Original Style Banana Chips,Grocery & Food,Snacks & Beverages,0.5656073093414307
Beyond Snack Kerala Peri Peri Banana Chips,Grocery & Food,Snacks & Beverages,0.5358120203018188
Let's Try Aloo Chips,Grocery & Food,Snacks & Beverages,0.33751732110977173
Gulab Mota Chips / Aloo Chips,Grocery & Food,Snacks & Beverages,0.3219069242477417
Beyond Snack Hot and Sweet Chilli Kerala Banana Chips,Grocery & Food,Snacks & Beverages,0.6308184862136841
BRB Popped Potato Chips (Spicy Chipotle Flavour) - Pack of 2,Grocery & Food,Snacks & Beverages,0.43222540616989136
Beyond Snack Original Style Kerala Banana Chips,Grocery & Food,Snacks & Beverages,0.5806646347045898
Let's Try Desi Spicy Wafers - Pack of 2,Grocery & Food,Snacks & Beverages,0.3537740707397461
"Beyond Snack Kerala Sour Cream, Onion & Parsley Banana Chips",Grocery & Food,Snacks & Beverages,0.5809649229049683
Chheda's Golden Aloo Chips (Lightly Salted),Grocery & Food,Snacks & Beverages,0.3940761685371399
Crax Fritts Corn & Potato Stick - Pack of 2,Grocery & Food,Snacks & Beverages,0.3
Let's Try Pudina Potato Wafers - Pack of 2,Garden & Outdoor,Gardening,0.3168350160121918
Orion Turtle Spicy Devil Corn Chips + Orion Turtle Mexican Lime Corn Chips Combo,Grocery & Food,Snacks & Beverages,0.5172173976898193
Bingo Cream & Onion Potato Chips,Grocery & Food,Snacks & Beverages,0.541509747505188
Sunfeast Yipee Instant Pasta Treat - Masala + Bingo Baked No Rulz Masala Curlz Puffs Combo,Grocery & Food,Pantry Essentials,0.5674735307693481
Sunfeast Yippee Tricolor Instant Pasta - Creamy Corn + Bingo Tedhe Medhe Masala Tadka Crisps Combo,Grocery & Food,Pantry Essentials,0.5458767414093018
Orion Turtle Spicy Devil Corn Chips + Orion Turtle Tangy Tomato Corn Chips Combo,Grocery & Food,Snacks & Beverages,0.511249840259552
To Be Honest Golden Sweet Potato Chips with Peri Peri - Pack of 2,Grocery & Food,Snacks & Beverages,0.40160030126571655
Orion Turtle Spicy Devil Corn Chips + Orion Turtle Sour Cream & Onion Corn Chips Combo,Grocery & Food,Snacks & Beverages,0.5075845718383789
Taali Cheese & Herbs Protein Puffs + Taali Masala Mania Protein Puffs Combo,Grocery & Food,Snacks & Beverages,0.47429126501083374
Orion Turtle Spicy Devil Corn Chips + Orion Turtle Masala Corn Chips Combo,Grocery & Food,Snacks & Beverages,0.521273136138916
Taali Cheese & Herbs Protein Puffs + Taali Smoky Barbeque Protein Puffs Combo,Grocery & Food,Snacks & Beverages,0.42844659090042114
Too Yumm Baked Potato Stix Crisps,Grocery & Food,Snacks & Beverages,0.35098445415496826
Sunfeast Yippee Tricolor Instant Pasta - Masala + Bingo Mad Angles Achaari Masti Crisps Combo,Grocery & Food,Pantry Essentials,0.49969834089279175
"Beyond Snack Kerala Original Style Banana Chips + Peri Peri Banana Chips + Sour Cream, Onion & Parsley Banana Chips Combo",Grocery & Food,Snacks & Beverages,0.5697431564331055
Pringles Tangy Tomato Twist Potato Chips + Thums Up Soft Drink (750 ml) Combo,Grocery & Food,Snacks & Beverages,0.457114577293396
Tagz Thai Vodka Tom Yum Popped Chips,Party & Events,Party Supplies,0.3539762794971466
Tagz Cream Onion Divin Potato Popped Chips,Grocery & Food,Snacks & Beverages,0.4059319496154785
WickedGud Masala Instant Noodles,Grocery & Food,Pantry Essentials,0.4873761534690857
Wai Wai Chinese Hakka Veg Noodles - Pack of 2,Grocery & Food,Pantry Essentials,0.3535485863685608
Tagz Salt Trippin Potato Popped Chips,Grocery & Food,Snacks & Beverages,0.4506397247314453
Tagz Italian Cheese Dribblin Popped Chips,Grocery & Food,Snacks & Beverages,0.393970251083374
Sunfeast Yippee Tricolor Instant Pasta - Masala + Bingo Original Style Chilli Sprinkled Potato Chips Combo,Grocery & Food,Snacks & Beverages,0.614961564540863
Nongshim Stir Fry Shin Ramyun Noodles With Cheese - Pack of 2,Grocery & Food,Pantry Essentials,0.5255253911018372
WickedGud Masala Flavoured Instant Noodles,Grocery & Food,Pantry Essentials,0.4918580949306488
Tagz Beer n Barbeque Campin Popped Chips,Grocery & Food,Snacks & Beverages,0.3653368353843689
Plum BodyLovin' Vanilla Vibes Shower Gel - Pack of 2,Fashion & Accessories,Women's Fashion,0.3
Kissan Sweet & Spicy Tomato Ketchup,Grocery & Food,Pantry Essentials,0.37199676036834717
Emami Healthy & Tasty Super Strong Kachchi Ghani Mustard Oil,Grocery & Food,Pantry Essentials,0.39399945735931396
Plush Strawberry Flavoured Lubricant (for Men & Women) - Pack of 3,Health & Beauty,Health Care,0.39956748485565186
Kissan Tomato Ketchup (No Onion & Garlic) - Doy Pack,Grocery & Food,Pantry Essentials,0.3355964422225952
Soulflower Pure & Natural Coldpressed Carrier Castor Oil for Hair and Skin,Health & Beauty,Hair Care,0.4573083817958832
Toyshine Cartoon Style Animals Toy Figure (1+ years),Toys & Games,Kids Toys,0.6227043271064758
Rajgira Laddu /Cholai Laddu/ Amaranth Laddu by Gulab,Fashion & Accessories,Men's Fashion,0.26907408237457275
Baskin Robbins Mississipi Mud Ice Cream Stick - Pack of 2,Personal Care,Health & Wellness,0.3024821877479553
Plum BodyLovin' Vanilla Vibes Body Wash,Health & Beauty,Hair Care,0.3224945068359375
Baskin Robbins Almond & Caramel Ice Cream Stick - Pack of 2,Grocery & Food,Snacks & Beverages,0.3704680800437927
Airveda Airveda Sky - PM2.5 PM10 App-Enabled Air Quality Monitor (10 W),Personal Care,Health & Wellness,0.34020209312438965
Anchor Capton Ding Dong Bell (White),Fashion & Accessories,Women's Fashion,0.3
Brodees TriColour Printed Round Neck T-Shirt : 44 Size,Fashion & Accessories,Women's Fashion,0.33017265796661377
Brodees TriColour Printed Round Neck T-Shirt : 40 Size,Fashion & Accessories,Women's Fashion,0.3350374102592468
"Lifelong Belgian Waffle & Sandwich Maker (750 W, Black)",Electronics,Home Appliances,0.6
No Fuss Men's Cotton Vest Sleeveless - 95 cm (XL) : 2 Pieces,Fashion & Accessories,Men's Fashion,0.45502185821533203
Brodees TriColour Printed Round Neck T-Shirt : 42 Size,Fashion & Accessories,Men's Fashion,0.325
No Fuss Men's Cotton Vest Sleeveless - 80 cm (S) : 2 Pieces,Fashion & Accessories,Men's Fashion,0.45417341589927673
No Fuss Men's Cotton Vest Sleeveless - 90 cm (L) : 2 Pieces,Fashion & Accessories,Men's Fashion,0.45537203550338745
Macho Men's Metro Vest White RN - 85 cm (M) : 2 Pieces,Fashion & Accessories,Women's Fashion,0.3
Macho Men's Metro Vest White RN - 80 cm (S) : 2 Pieces,Fashion & Accessories,Men's Fashion,0.3246181011199951
No Fuss Men's Cotton Vest Sleeveless - 85 cm (M) : 2 Pieces,Fashion & Accessories,Men's Fashion,0.4323025941848755
Odonil Odonil Jasmine Fresh Room Freshener + Odonil Lavender Mist Room Freshener Combo,Home & Personal Care,Household Cleaning,0.6
Macho Men's Metro Vest White RN - 95 cm (XL) : 2 Pieces,Fashion & Accessories,Men's Fashion,0.3083304762840271
Rupa Frontline Round Neck Men's Vest - 80 cm (S) - White : 2 Piece,Fashion & Accessories,Men's Fashion,0.37224769592285156
Rupa Jon Round Neck Sleeve Men's Vest - 80 cm (S) - White: 3 Piece,Fashion & Accessories,Men's Fashion,0.4289092421531677
Macho Men's Metro Vest White RN - 90 cm (L) : 2 Pieces,Fashion & Accessories,Men's Fashion,0.3209923505783081
VIP Array Round Neck Men's White Vest - 80cm (S): 2 Piece,Fashion & Accessories,Men's Fashion,0.3538060188293457
Dutch Harbor Men's Vest Rib Sleeveless - XL (95 cm) : 2 Pieces,Fashion & Accessories,Men's Fashion,0.4171537756919861
Rupa Frontline Round Neck Sleeve Men's Vest - 80 cm (S) - White : 2 Piece,Fashion & Accessories,Men's Fashion,0.43366050720214844
Rupa Jon Folding Round Neck Sleeve Men's Vest - 80 cm (S) - White: 3 Piece,Fashion & Accessories,Men's Fashion,0.4197723865509033
VIP Bonus Premium Round Neck Cotton Men's Vest - 100cm (XXL): 2 Piece,Jewelry & Watches,Fine Jewelry,0.36881399154663086
Rupa Frontline Xing Men's Vest - 85 cm (M) : 2 Pieces,Fashion & Accessories,Men's Fashion,0.30393821001052856
Dutch Harbor Men's Vest Rib Sleeveless - S (80 cm) : 2 Pieces,Fashion & Accessories,Men's Fashion,0.4143136441707611
Rupa Jon Folding Round Neck Men's Vest - 80 cm (S) - White: 2 Piece,Fashion & Accessories,Men's Fashion,0.3405705690383911
Dutch Harbor Men's Vest Rib Sleeveless - M (85 cm) : 2 Pieces,Fashion & Accessories,Men's Fashion,0.390705943107605
Macho Multicolour Brief Smart Cut - 95 cm (XL) : 2 Pieces,Beauty & Personal Care,Makeup,0.3
VIP Frenchie Plus Men's Brief 100cm (XXL): 2 Piece,Fashion & Accessories,Men's Fashion,0.34318649768829346
Rupa Frontline Colors Men's Trunk - 80 cm (S) - Blue & Wine : 2 Piece,Fashion & Accessories,Men's Fashion,0.38735032081604004
Macho Multicolour Brief Smart Cut - 85 cm (M) : 2 Pieces,Beauty & Personal Care,Makeup,0.3
Rupa Frontline Round Neck Men's Vest - 80 cm (S) - White: 3 Piece,Fashion & Accessories,Men's Fashion,0.38344985246658325
VIP Punch Plain Men's Trunk - 80cm (S) - Assorted: 1 Piece,Fashion & Accessories,Men's Fashion,0.38377857208251953
Macho Multicolour Brief Smart Cut - 90 cm (L) : 2 Pieces,Beauty & Personal Care,Makeup,0.3
Dutch Harbor Men's Vest Rib Sleeveless - L (90 cm) : 2 Pieces,Fashion & Accessories,Men's Fashion,0.4109271764755249
Macho Multicolour Brief Smart Cut - 100 cm (XXL) : 2 Pieces,Beauty & Personal Care,Makeup,0.3
Rupa Jon Round Neck Men's Vest - 80 cm (S) - White: 3 Piece,Fashion & Accessories,Men's Fashion,0.36012428998947144
Macho Multicolour Brief Smart Cut - 80 cm (S) : 2 Pieces,Beauty & Personal Care,Makeup,0.3
Macho Multicolour Intro Long Trunk - 80 cm (S) : 1 Piece,Beauty & Personal Care,Makeup,0.3
Macho Multicolour Intro Long Trunk - 100 cm (XXL) : 1 Piece,Beauty & Personal Care,Makeup,0.3
Macho Multicolour Intro Long Trunk - 85 cm (M) : 1 Piece,Beauty & Personal Care,Makeup,0.3
Macho Printed Mini Men's Trunk - 90 cm (L) : 1 Piece,Fashion & Accessories,Men's Fashion,0.4017323851585388
Macho Printed Mini Men's Trunk - 85 cm (M) : 1 Piece,Fashion & Accessories,Men's Fashion,0.36443692445755005
Macho Printed Mini Men's Trunk - 95 cm (XL) : 1 Piece,Fashion & Accessories,Men's Fashion,0.39249545335769653
Rupa Frontline Colors Men's Brief - 80 cm (S) - Blue & Olive Green : 2 Piece,Fashion & Accessories,Men's Fashion,0.31362834572792053
VIP Brando Plain Trunk - 80cm (S) - Assorted: 1 Piece,Automotive,Cars & Motorbike,0.31866198778152466
Rupa Frontline Colors Men's Trunk - 80 cm (S) - Teal Green & Brown : 2 Piece,Fashion & Accessories,Men's Fashion,0.3949522078037262
VIP Elements Men's Trunk - 80cm (S) - Assorted: 2 Piece,Fashion & Accessories,Men's Fashion,0.3614015579223633
Macho Multicolour Intro Long Trunk - 90 cm (L) : 1 Piece,Beauty & Personal Care,Makeup,0.3
Rupa Frontline Colors Men's Trunk - 80 cm (S) - Blue & Black : 2 Piece,Fashion & Accessories,Men's Fashion,0.4134027361869812
Rupa Frontline Colors Men's Brief - 80 cm (S) - Teal Green & Brown : 2 Piece,Fashion & Accessories,Men's Fashion,0.34187379479408264
