_id,name,category,subcategory,confidence
6785cc25f1b3c86bf83e2961,Geronimo Stilton #40 The Karate Mouse,Fashion & Accessories,Men's Fashion,0.23923194408416748
6785cc25f1b3c86bf83e2962,Dog Man #01,Pet Supplies,Dog Supplies,0.3150375485420227
6785cc25f1b3c86bf83e2963,Parachute Advansed Deep Nourish Body Lotion - Pack of 2,Sports & Fitness,Exercise Equipment,0.3893813490867615
6785cc25f1b3c86bf83e2964,Where'S Spot? (Spot - Original Lift The Flap),Fashion & Accessories,Women's Fashion,0.3
6785cc25f1b3c86bf83e2965,ENN Glow Ghee Body Lotion,Beauty & Personal Care,Skincare,0.35547327995300293
6785cc25f1b3c86bf83e2966,My Little Book Of Shiva,Books & Media,Books,0.401283323764801
6785cc25f1b3c86bf83e2967,Infino Crispy Chocolate Espresso Ice Cream Stick - Pack of 3,Grocery & Food,Snacks & Beverages,0.43365952372550964
6785cc25f1b3c86bf83e2968,Parachute Advansed Deep Nourish Body Lotion (400 ml) - Pack of 2,Sports & Fitness,Exercise Equipment,0.3751714825630188
6785cc25f1b3c86bf83e2969,4700BC Salt & Truffle Popped Corn Chips + - Pack of 3,Grocery & Food,Snacks & Beverages,0.3600572943687439
6785cc25f1b3c86bf83e296a,Desi Tomato Pack of 4 (Tamatar),Grocery & Food,Pantry Essentials,0.2445792555809021
6785cc25f1b3c86bf83e296b,Green Peas Pack of 4 (Matar),Grocery & Food,Pantry Essentials,0.2677859663963318
6785cc25f1b3c86bf83e296c,Hybrid Tomato Pack of 4 (Tamatar),Baby Products,Baby Care,0.22815997898578644
6785cc25f1b3c86bf83e296d,Onion (1 kg) + Potato 1 kg + Desi Tomato - 500 g Combo,Electronics,Home Appliances,0.3
6785cc25f1b3c86bf83e296e,Amul Buffalo Milk,Baby Products,Baby Care,0.3512173891067505
6785cc25f1b3c86bf83e296f,Onion (1 kg) + Potato - 1 kg + Hybrid Tomato -500 g Combo,Electronics,Home Appliances,0.3
6785cc25f1b3c86bf83e2970,Corn Cob Pack of 3 (Bhutta),Grocery & Food,Pantry Essentials,0.2445874959230423
6785cc25f1b3c86bf83e2971,Lady Finger Pack of 3 (Bhindi),Fashion & Accessories,Women's Fashion,0.34034934639930725
6785cc25f1b3c86bf83e2972,Spinach - Pack of 4 (Palak),Grocery & Food,Snacks & Beverages,0.2763758897781372
6785cc25f1b3c86bf83e2973,Crax Corn Rings Masala Mania Crisps,Grocery & Food,Snacks & Beverages,0.3222222222222222
6785cc25f1b3c86bf83e2974,Crax Cheese Balls - Pack of 2,Baby Products,Baby Care,0.32756948471069336
6785cc25f1b3c86bf83e2975,Too Yumm Classic Salted Wafers Potato Chips - Buy 2 Get 1 Free,Grocery & Food,Snacks & Beverages,0.36730116605758667
6785cc25f1b3c86bf83e2976,Beyond Snack Desi Masala Kerala Banana Chips,Grocery & Food,Snacks & Beverages,0.6200137138366699
6785cc25f1b3c86bf83e2977,Pringles South African Peri Peri Chips - Pack of 2,Smart Home,Smart Devices,0.3
6785cc25f1b3c86bf83e2978,Pringles Tangy Tomato Twist Potato Chips - Pack of 2,Grocery & Food,Snacks & Beverages,0.41731637716293335
6785cc25f1b3c86bf83e2979,Crax Simply Salted Potato Chips,Grocery & Food,Snacks & Beverages,0.6222222222222222
6785cc25f1b3c86bf83e297a,Crax Creamy Onion Potato Chips,Grocery & Food,Snacks & Beverages,0.6222222222222222
6785cc25f1b3c86bf83e297b,Durex Naturals Lubricant,Industrial & Scientific,Industrial Tools,0.3028463125228882
6785cc25f1b3c86bf83e297c,Peanut Gajak by Gulab Pack of 2,Grocery & Food,Pantry Essentials,0.42686164379119873
6785cc25f1b3c86bf83e297d,Kapiva Desi A2 Ghee (Cow),Fashion & Accessories,Women's Fashion,0.3
6785cc25f1b3c86bf83e297e,Azah Groove Personal Massager,Personal Care,Health & Wellness,0.37005096673965454
6785cc25f1b3c86bf83e297f,Manforce XTASY Dotted Condom (Black Grapes Flavour),Jewelry & Watches,Fine Jewelry,0.2700527608394623
6785cc25f1b3c86bf83e2980,"Toyshine Transform Robot Racing Car (Red, 3+ years)",Toys & Games,Kids Toys,0.5145655870437622
6785cc25f1b3c86bf83e2981,Skore Skin Thin Condom - Pack of 2,Automotive,Cars & Motorbike,0.28328248858451843
6785cc25f1b3c86bf83e2982,"Toyshine Transform Robot Racing Car (Blue, 3+ years)",Toys & Games,Kids Toys,0.5533475279808044
6785cc25f1b3c86bf83e2983,Colouring Book Of Shapes,Smart Home,Smart Devices,0.3
6785cc25f1b3c86bf83e2984,Peep Inside The Garden,Garden & Outdoor,Gardening,0.5196385383605957
6785cc25f1b3c86bf83e2985,Peppa Pig- Going On Holiday,Party & Events,Party Supplies,0.2697761058807373
6785cc25f1b3c86bf83e2986,My First Sudha Murty Collection,Home & Personal Care,Household Cleaning,0.28302422165870667
6785cc25f1b3c86bf83e2987,BRB Popped Potato Chips (Spicy Chipotle Flavour),Grocery & Food,Snacks & Beverages,0.43338945508003235
6785cc25f1b3c86bf83e2988,IAMS Proactive Health Dog Dry Food (Adult and Large Breed),Pet Supplies,Dog Supplies,0.45089370012283325
6785cc25f1b3c86bf83e2989,BRB Peri Peri Rice Popped Chips,Grocery & Food,Snacks & Beverages,0.42708516120910645
6785cc25f1b3c86bf83e298a,IAMS Proactive Health Dog Dry Food (Small and Medium Breed),Pet Supplies,Dog Supplies,0.4458498954772949
6785cc25f1b3c86bf83e298b,BRB Popped Potato Chips (Bhel Flavour),Grocery & Food,Snacks & Beverages,0.41081875562667847
6785cc25f1b3c86bf83e298c,BRB Classic Salted Rice Popped Chips,Grocery & Food,Snacks & Beverages,0.5324146747589111
6785cc25f1b3c86bf83e298d,BRB Popped Potato Chips (Salt & Pepper Flavour),Grocery & Food,Snacks & Beverages,0.4497520923614502
6785cc25f1b3c86bf83e298e,BRB Popped Potato Chips (Pasta Cheese Flavour),Grocery & Food,Snacks & Beverages,0.5429654121398926
6785cc25f1b3c86bf83e298f,Nissin Geki - Hot & Spicy Korean Veg Flavoured Instant Noodles,Grocery & Food,Pantry Essentials,0.4668427109718323
6785cc25f1b3c86bf83e2990,Nissin Veggi Manchow Cup Noodles,Grocery & Food,Pantry Essentials,0.4814770221710205
6785cc25f1b3c86bf83e2991,Nissin Mazedar Masala Cup Noodles,Grocery & Food,Pantry Essentials,0.5307468175888062
6785cc25f1b3c86bf83e2992,﻿Nissin Geki Hot & Spicy Korean Veg Flavoured Instant Noodles,Grocery & Food,Pantry Essentials,0.4722878336906433
6785cc25f1b3c86bf83e2993,Moi Soi Veg Long Hakka Noodles - Pack of 3,Grocery & Food,Pantry Essentials,0.3790000379085541
6785cc25f1b3c86bf83e2994,﻿My First Transport Sticker Book,Books & Media,Books,0.31245556473731995
6785cc25f1b3c86bf83e2995,Nissin Geki - Hot & Spicy Korean Chicken Flavoured Instant Noodles,Grocery & Food,Pantry Essentials,0.45047518610954285
6785cc25f1b3c86bf83e2996,Nissin Spiced Chicken Cup Noodles,Grocery & Food,Pantry Essentials,0.4728695750236511
6785cc25f1b3c86bf83e2997,Potato - New Crop + Desi Tomato + Onion 1 kg Combo,Electronics,Home Appliances,0.3
6785cc25f1b3c86bf83e2998,Morphy Richards Stylist Care Hair Dryer (2200 W  HD222DC),Health & Beauty,Hair Care,0.5788028240203857
6785cc25f1b3c86bf83e2999,Onion - 1 kg + Potato 1 kg + Hybrid Tomato Combo,Electronics,Home Appliances,0.3
6785cc25f1b3c86bf83e299a,Onion - 1 kg + Potato - 1 kg + Desi Tomato Combo,Electronics,Home Appliances,0.3
6785cc25f1b3c86bf83e299b,Philips ‎250W Hand Blender,Electronics,Home Appliances,0.6173913043478261
6785cc25f1b3c86bf83e299c,Girnar Masala Instant Tea Premix - Pack of 2,Grocery & Food,Pantry Essentials,0.35175275802612305
6785cc25f1b3c86bf83e299d,Fusion Baklava by Oasis Baklawa Pack of 2,Fashion & Accessories,Women's Fashion,0.3
6785cc25f1b3c86bf83e299e,Oreo Moments Assorted Biscuits Gift Pack - Pack of 2,Grocery & Food,Snacks & Beverages,0.4996986985206604
6785cc25f1b3c86bf83e299f,24 Mantra 7 Grain Organic Atta - Pack of 2,Grocery & Food,Pantry Essentials,0.3932858407497406
6785cc25f1b3c86bf83e29a0,Durex Extra Time Condom (3 Pieces),Automotive,Cars & Motorbike,0.2188599407672882
6785cc25f1b3c86bf83e29a1,Malgudi Adventures,Electronics,Home Appliances,0.3
6785cc25f1b3c86bf83e29a2,Baklava by Oasis Baklawa Pack of 2,Fashion & Accessories,Women's Fashion,0.3
6785cc25f1b3c86bf83e29a3,Ladybird Big Noisy Book,Books & Media,Books,0.33429038524627686
6785cc25f1b3c86bf83e29a4,"The Gruffalo A Push, Pull and Slide Book",Books & Media,Musical Instruments,0.30476412177085876
6785cc25f1b3c86bf83e29a5,Peppa Pig- Bedtime Little Library,Home & Living,Furniture,0.33765679597854614
6785cc25f1b3c86bf83e29a6,Dog Man #05,Pet Supplies,Dog Supplies,0.36677470803260803
6785cc25f1b3c86bf83e29a7,My Little Book Of Krishna,Books & Media,Books,0.4146953225135803
6785cc25f1b3c86bf83e29a8,Dog Man #10,Pet Supplies,Dog Supplies,0.3638744354248047
6785cc25f1b3c86bf83e29a9,Peppa Pig,Pet Supplies,Cat Supplies,0.20975345373153687
6785cc25f1b3c86bf83e29aa,"BW Businessworld - 27th January, 2024",Fashion & Accessories,Women's Fashion,0.3
6785cc25f1b3c86bf83e29ab,Dog Man #04,Pet Supplies,Dog Supplies,0.34412881731987
6785cc25f1b3c86bf83e29ac,Plum BodyLovin' Orchid You Not Shower Gel - Pack of 2,Fashion & Accessories,Women's Fashion,0.3
6785cc25f1b3c86bf83e29ad,Philips Classic Dry Iron 750 W (Peach),Electronics,Home Appliances,0.6173913043478261
6785cc25f1b3c86bf83e29ae,Sugarlump And The Unicorn,Fashion & Accessories,Women's Fashion,0.3
6785cc25f1b3c86bf83e29af,Godrej Aer Cool Surf Blue Room Freshener,Home & Personal Care,Household Cleaning,0.6
6785cc25f1b3c86bf83e29b0,Godrej Aer Morning Misty Meadows Air Freshener,Home & Personal Care,Household Cleaning,0.6
6785cc25f1b3c86bf83e29b1,﻿Anveshan Wood Cold Pressed Groundnut Oil,Fashion & Accessories,Women's Fashion,0.3
6785cc25f1b3c86bf83e29b2,﻿Yu Zingy Cheese Instant Cup Noodles (80 g),Grocery & Food,Pantry Essentials,0.48310041427612305
6785cc25f1b3c86bf83e29b3,﻿Baby Touch-Vehicles,Baby Products,Baby Care,0.4595603942871094
6785cc25f1b3c86bf83e29b4,"﻿""Philips 50 Watts Hair Straightener (With Keratin-Infused Bristles  Black)""",Electronics,Home Appliances,0.6
6785cc25f1b3c86bf83e29b5,BRB Classic Salted Rice Popped Chips - Pack of 2,Grocery & Food,Snacks & Beverages,0.5135629773139954
6785cc25f1b3c86bf83e29b6,Beyond Snack Salt & Black Pepper Kerala Banana Chips,Grocery & Food,Snacks & Beverages,0.6175245642662048
6785cc25f1b3c86bf83e29b7,Go Zero Nostalgia Mango Duet Ice Cream Stick,Electronics,Home Appliances,0.3
6785cc25f1b3c86bf83e29b8,The Lion Inside,Pet Supplies,Cat Supplies,0.22220195829868317
6785cc25f1b3c86bf83e29b9,Kimirica How Holiday Smells Tucuma Butter Hand Cream,Fashion & Accessories,Women's Fashion,0.3
6785cc25f1b3c86bf83e29ba,Go Zero Nostalgia Raspberry Duet Ice Cream Stick,Party & Events,Party Supplies,0.30345046520233154
6785cc25f1b3c86bf83e29bb,Airveda Air Quality Monitor (10 W),Personal Care,Health & Wellness,0.3525533080101013
6785cc25f1b3c86bf83e29bc,"Prestige Sandwich Maker - (800 W, Black)",Electronics,Home Appliances,0.6
6785cc25f1b3c86bf83e29bd,﻿Samyang Ramen Instant Noodles - Kimchi,Grocery & Food,Pantry Essentials,0.39600735902786255
6785cc25f1b3c86bf83e29be,﻿Durex Skin-on-Skin Real Feel Condom (3 pieces),Grocery & Food,Snacks & Beverages,0.3
6785cc25f1b3c86bf83e29bf,﻿Raag Gold Palmolein Oil,Beauty & Personal Care,Makeup,0.25127241015434265
6785cc25f1b3c86bf83e29c0,﻿MasterChow Instant Cup Noodles (Chowmein Flavour),Grocery & Food,Pantry Essentials,0.528473436832428
6785cc25f1b3c86bf83e29c1,﻿Fabessentials Lavender Coconut Organic Handmade Bathing Bar,Health & Beauty,Health Care,0.3530888855457306
6785cc25f1b3c86bf83e29c2,﻿CamPure Lavender Cone Camphor / Kapur,Garden & Outdoor,Gardening,0.3662426769733429
6785cc25f1b3c86bf83e29c3,﻿Pandit Vishnu Sharma'S Panchatantra,Fashion & Accessories,Women's Fashion,0.3
6785cc25f1b3c86bf83e29c4,"﻿""Havells Men's Grooming Kit (Grey  GS6532)""",Fashion & Accessories,Men's Fashion,0.38545069098472595
6785cc25f1b3c86bf83e29c5,4700BC Hawaiian Barbeque Popped Corn Chips + - Pack of 2,Grocery & Food,Snacks & Beverages,0.3709414005279541
6785cc25f1b3c86bf83e29c6,4700BC Cheese & Herbs Corn Popped Chips + - Pack of 2,Grocery & Food,Snacks & Beverages,0.43466126918792725
6785cc25f1b3c86bf83e29c7,4700BC Cheese & Herbs Popped Corn Chips +,Grocery & Food,Snacks & Beverages,0.39454755187034607
6785cc25f1b3c86bf83e29c8,Tagz Beer n Barbeque Potato Popped Chips,Grocery & Food,Snacks & Beverages,0.4184533357620239
6785cc25f1b3c86bf83e29c9,Tagz Masala Trekkin Potato Popped Chips,Grocery & Food,Snacks & Beverages,0.4447842240333557
6785cc25f1b3c86bf83e29ca,Kaju Katli by Amul Pack of 2,Fashion & Accessories,Women's Fashion,0.24407507479190826
6785cc25f1b3c86bf83e29cb,4700BC Hawaiian Barbeque Corn Popped Chips + - Pack of 3,Grocery & Food,Snacks & Beverages,0.3924049735069275
6785cc25f1b3c86bf83e29cc,4700BC Salt & Truffle Corn Popped Chips + - Pack of 3,Grocery & Food,Snacks & Beverages,0.3719879984855652
6785cc25f1b3c86bf83e29cd,"The Week India - February 04, 2024",Fashion & Accessories,Women's Fashion,0.3
6785cc25f1b3c86bf83e29ce,Centy Toys Dhruv Helicopter Toy Vehicle (3+ years),Toys & Games,Kids Toys,0.530884861946106
6785cc25f1b3c86bf83e29cf,Gulab Goodness Cold Pressed Sesame Oil,Grocery & Food,Pantry Essentials,0.4428068697452545
6785cc25f1b3c86bf83e29d0,"Open - 05th February, 2024",Grocery & Food,Snacks & Beverages,0.3
6785cc25f1b3c86bf83e29d1,Lifelong Electric Foot Massager (Brown),Personal Care,Health & Wellness,0.32666666666666666
6785cc25f1b3c86bf83e29d2,ZM Zayn & Myza Tea Tree Body Lotion,Garden & Outdoor,Gardening,0.29521286487579346
6785cc25f1b3c86bf83e29d3,ZM Zayn & Myza Vitamin C Soap,Health & Beauty,Health Care,0.3496514856815338
6785cc25f1b3c86bf83e29d4,Mother Dairy Dairy Ultimate Sandwich Bread + Dairy Toned Fresh Milk Combo,Grocery & Food,Pantry Essentials,0.43082794547080994
6785cc25f1b3c86bf83e29d5,Mother Dairy Dairy 100% Whole Wheat Bread + Dairy Toned Fresh Milk Combo,Grocery & Food,Pantry Essentials,0.40748387575149536
6785cc25f1b3c86bf83e29d6,Mother Dairy Ultimate Brown Bread + Mother Dairy Toned Fresh Milk Combo,Grocery & Food,Pantry Essentials,0.40024179220199585
6785cc25f1b3c86bf83e29d7,Beyond Snack Kerala Original Style Banana Chips,Grocery & Food,Snacks & Beverages,0.5656073093414307
6785cc25f1b3c86bf83e29d8,Beyond Snack Kerala Peri Peri Banana Chips,Grocery & Food,Snacks & Beverages,0.5358120203018188
6785cc25f1b3c86bf83e29d9,Let's Try Aloo Chips,Grocery & Food,Snacks & Beverages,0.33751732110977173
6785cc25f1b3c86bf83e29da,Gulab Mota Chips / Aloo Chips,Grocery & Food,Snacks & Beverages,0.3219069242477417
6785cc25f1b3c86bf83e29db,Beyond Snack Hot and Sweet Chilli Kerala Banana Chips,Grocery & Food,Snacks & Beverages,0.6308184862136841
6785cc25f1b3c86bf83e29dc,BRB Popped Potato Chips (Spicy Chipotle Flavour) - Pack of 2,Grocery & Food,Snacks & Beverages,0.43222540616989136
6785cc25f1b3c86bf83e29dd,Beyond Snack Original Style Kerala Banana Chips,Grocery & Food,Snacks & Beverages,0.5806646347045898
6785cc25f1b3c86bf83e29de,Let's Try Desi Spicy Wafers - Pack of 2,Grocery & Food,Snacks & Beverages,0.3537740707397461
6785cc25f1b3c86bf83e29df,"Beyond Snack Kerala Sour Cream, Onion & Parsley Banana Chips",Grocery & Food,Snacks & Beverages,0.5809649229049683
6785cc25f1b3c86bf83e29e0,Chheda's Golden Aloo Chips (Lightly Salted),Grocery & Food,Snacks & Beverages,0.3940761685371399
6785cc25f1b3c86bf83e29e1,Crax Fritts Corn & Potato Stick - Pack of 2,Grocery & Food,Snacks & Beverages,0.3
6785cc25f1b3c86bf83e29e2,Let's Try Pudina Potato Wafers - Pack of 2,Garden & Outdoor,Gardening,0.3168350160121918
6785cc25f1b3c86bf83e29e3,Orion Turtle Spicy Devil Corn Chips + Orion Turtle Mexican Lime Corn Chips Combo,Grocery & Food,Snacks & Beverages,0.5172173976898193
6785cc25f1b3c86bf83e29e4,Bingo Cream & Onion Potato Chips,Grocery & Food,Snacks & Beverages,0.541509747505188
6785cc25f1b3c86bf83e29e5,Sunfeast Yipee Instant Pasta Treat - Masala + Bingo Baked No Rulz Masala Curlz Puffs Combo,Grocery & Food,Pantry Essentials,0.5674735307693481
6785cc25f1b3c86bf83e29e6,Sunfeast Yippee Tricolor Instant Pasta - Creamy Corn + Bingo Tedhe Medhe Masala Tadka Crisps Combo,Grocery & Food,Pantry Essentials,0.5458767414093018
6785cc25f1b3c86bf83e29e7,Orion Turtle Spicy Devil Corn Chips + Orion Turtle Tangy Tomato Corn Chips Combo,Grocery & Food,Snacks & Beverages,0.511249840259552
6785cc25f1b3c86bf83e29e8,To Be Honest Golden Sweet Potato Chips with Peri Peri - Pack of 2,Grocery & Food,Snacks & Beverages,0.40160030126571655
6785cc25f1b3c86bf83e29e9,Orion Turtle Spicy Devil Corn Chips + Orion Turtle Sour Cream & Onion Corn Chips Combo,Grocery & Food,Snacks & Beverages,0.5075845718383789
6785cc25f1b3c86bf83e29ea,Taali Cheese & Herbs Protein Puffs + Taali Masala Mania Protein Puffs Combo,Grocery & Food,Snacks & Beverages,0.47429126501083374
6785cc25f1b3c86bf83e29eb,Orion Turtle Spicy Devil Corn Chips + Orion Turtle Masala Corn Chips Combo,Grocery & Food,Snacks & Beverages,0.521273136138916
6785cc25f1b3c86bf83e29ec,Taali Cheese & Herbs Protein Puffs + Taali Smoky Barbeque Protein Puffs Combo,Grocery & Food,Snacks & Beverages,0.42844659090042114
6785cc25f1b3c86bf83e29ed,Too Yumm Baked Potato Stix Crisps,Grocery & Food,Snacks & Beverages,0.35098445415496826
6785cc25f1b3c86bf83e29ee,Sunfeast Yippee Tricolor Instant Pasta - Masala + Bingo Mad Angles Achaari Masti Crisps Combo,Grocery & Food,Pantry Essentials,0.49969834089279175
6785cc25f1b3c86bf83e29ef,"Beyond Snack Kerala Original Style Banana Chips + Peri Peri Banana Chips + Sour Cream, Onion & Parsley Banana Chips Combo",Grocery & Food,Snacks & Beverages,0.5697431564331055
6785cc25f1b3c86bf83e29f0,Pringles Tangy Tomato Twist Potato Chips + Thums Up Soft Drink (750 ml) Combo,Grocery & Food,Snacks & Beverages,0.457114577293396
6785cc25f1b3c86bf83e29f1,Tagz Thai Vodka Tom Yum Popped Chips,Party & Events,Party Supplies,0.3539762794971466
6785cc25f1b3c86bf83e29f2,Tagz Cream Onion Divin Potato Popped Chips,Grocery & Food,Snacks & Beverages,0.4059319496154785
6785cc25f1b3c86bf83e29f3,WickedGud Masala Instant Noodles,Grocery & Food,Pantry Essentials,0.4873761534690857
6785cc25f1b3c86bf83e29f4,Wai Wai Chinese Hakka Veg Noodles - Pack of 2,Grocery & Food,Pantry Essentials,0.3535485863685608
6785cc25f1b3c86bf83e29f5,Tagz Salt Trippin Potato Popped Chips,Grocery & Food,Snacks & Beverages,0.4506397247314453
6785cc25f1b3c86bf83e29f6,Tagz Italian Cheese Dribblin Popped Chips,Grocery & Food,Snacks & Beverages,0.393970251083374
6785cc25f1b3c86bf83e29f7,Sunfeast Yippee Tricolor Instant Pasta - Masala + Bingo Original Style Chilli Sprinkled Potato Chips Combo,Grocery & Food,Snacks & Beverages,0.614961564540863
6785cc25f1b3c86bf83e29f8,Nongshim Stir Fry Shin Ramyun Noodles With Cheese - Pack of 2,Grocery & Food,Pantry Essentials,0.5255253911018372
